totaal(deaths)	crew(deaths)	passenger(deaths)	ground(deaths)	notes(deaths)	type	incident	aircraft	location	phase	airport	distance	date
61	11	50	0	†	COM	China Southwest Airlines Flight 4509	Tupolev Tu-154M	chinwWenzhou, Zhejiang, China	APR [488]	WNZ	1 km (0.6 mi)	2/24/1999
61	4	57	0	†	COM	Garuda Indonesia (PK-GVE)	Fokker F28-1000 Fellowship	indon	ENR [489]			7/11/1979
61	9	52	0		COM	Japan Airlines Flight 446	McDonnell Douglas DC-8-62	rumosMoscow, Russia	ICL [490]	SVO		11/28/1972
61	5	56	0		COM	Royal Air Maroc (CN-CCV)	Sud Aviation SE-210 Caravelle III	mobeBerrechid, Morocco	APR [491]	CMN	5.5 km (3.4 mi)	4/1/1970
61	4	57	0	†	COM	Aer Lingus Flight 712	Vickers Viscount 803	irestSt George's Channel, off Wexford, Ireland	ENR [492]			3/24/1968
61	14	47	0	†	COM	Viasa Flight 897	Douglas DC-8-53	porfoAtlantic Ocean, off Fonte da Telha, Lisboa, Portugal	ENR [493]			5/30/1961
61	11	50	0		COM	US Navy (131582) and Real Transportes Aéreos (PP-AXD)	Douglas R6D-1 (DC-6A) and Douglas DC-3	brgGuanabara Bay, Brazil	APR [494][495]	GIG	<5 km (3.1 mi)	2/25/1960
61	9	52	0		COM	Sabena (OO-SFA)	Douglas DC-7C	mocCasablanca, Morocco	APR [496]	CAS	0.6 km (0.37 mi)	5/18/1958
61	6	55	0	†	COM	Aerolíneas Argentinas Flight 670	Douglas DC-4	argbonear Bolívar, Argentina	ENR [497]			12/8/1957
61	11	0	50	†	MIL	US Air Force (42-40682)	Consolidated B-24 Liberator	papPort Moresby, Papua New Guinea	UNK [6]			9/7/1943
61	3	0	58	†	MIL	US Army Air Force (42-50291)	Consolidated B-24 Liberator	unefrFreckleton, England, UK	APR [7]	EGNO	c. 1.3 km (0.8 mi)	8/23/1944
60	6	54	0	†	COM	Equatorial Express Airlines (3C-VQR)	Antonov An-24B	eqBaney, Equatorial Guinea	ENR [498]			7/16/2005
60	10	50	0	†	COM	TAROM Flight 371	Airbus A310-324	RoBalotești, Romania	ENR [500]			3/31/1995
60	10	50	0	†	COM	Malév Flight 240	Tupolev Tu-154B	lebMediterranean, off Beirut, Lebanon	APR [503]	BEY	10 km (6.2 mi)	9/30/1975
60	5	55	0		COM	Air Inter Flight 696	Vickers Viscount 724	franoNoirétable, France	ENR [504]			10/27/1972
60	6	49	5		COM	Alliance Air Flight 7412	Boeing 737-2A8	indipPatna, Bihar, India	APR [499]	PAT	2 km (1.2 mi)	7/17/2000
60	3	57	0	†	EXG	Sudan Airways (ST-ADY)	Fokker F27 Friendship 400M	souznear Malakal, South Sudan	ENR [501]			8/16/1986
60	0	0	0		INH	EgyptAir Flight 648	Boeing 737-266	maltlLuqa, Malta	STD [502]	MLA		11/24/1985
59	6	53	0	†	COM	Fuerza Aérea del Peru (FAP-329)	de Havilland Canada DHC-5	petTarma, Peru	ENR [505]			6/21/1989
59	0	59	0		COM	Libyan Arab Airlines (LZ-BTN)	Tupolev Tu-154	LibyaAr Rajma, Libya	LDG [507]	BEN		12/2/1977
59	4	55	0	†	COM	SAETA Flight 232	Vickers Viscount 785D	ecchChimborazo volcano, Andes Mts., Ecuador	ENR [508]			8/15/1976
59	4	55	0		COM	Lufthansa Flight 540	Boeing 747-130	KeNairobi, Kenya	TOF [509]	NBO	1.1 km (0.68 mi)	11/20/1974
59	9	50	0	†	COM	Aeroflot Flight 245	Ilyushin Il-18B	ruchebChebotovka, Tarasovsky District, Russia	ENR [512]			12/17/1961
59	4	55	0	†	COM	Lloyd Aéreo Boliviano (CP-609)	Douglas DC-4	bolaArbieto, Bolivia	ENR [513]			2/5/1960
59	9	50	0	†	COM	US Navy (131588)	Douglas R6D-1	atpPorcupine Seabight, Atlantic Ocean	ENR [514]			10/10/1956
59	5	54	0	†	EXG	Air Rhodesia Flight 827	Vickers Viscount 748D	Zinear Kariba, Zimbabwe	ENR [506]			2/12/1979
59	0	0	0		MIL	US Marine Corps (149802)	Lockheed KC-130F Hercules	chinhKowloon Bay, Hong Kong, China	TOF [511]	HKG		8/24/1965
59	4	55	0	†	MIL	US Army Air Force (44-78591)	Curtiss C-46F-1-CU	chinfFangshan, Fangshan District, China	APR [515]	NAY	25 km (15.6 mi)	10/12/1945
59	3	12	44	†	MIL	Korean Air Force	Curtiss C-46	souynear Yeouido, South Korea	ENR [510]			4/8/1967
58	3	55	0		COM	Aeroflot Flight 7841	Tupolev Tu-134AK	belamiMinsk, Belarus	ICL [517]	MSQ	10 km (6.3 mi)	2/1/1985
58	1	57	0		COM	Aeroflot Flight 1691	Tupolev Tu-104B	rumosMoscow, Russia	ENR [518]			3/17/1979
58	5	53	0		COM	American Airlines Flight 383	Boeing 727-23	uskeHebron, Kentucky, US	APR [521][522]	CVG	3 km (1.9 mi)	11/8/1965
58	7	51	0	†	COM	Eastern Air Lines Flight 304	Douglas DC-8	uslollLake Pontchartrain, Louisiana, US	ENR [523][524]			2/25/1964
58	9	49	0		COM	KLM Flight 844	Lockheed 1049E	indonbiBiak Island, Indonesia	ENR [525]			7/16/1957
58	8	50	0	†	COM	Transocean Air Lines Flight 512	Douglas DC-6	pacPacific Ocean	ENR [527]			7/12/1953
58	7	51	0	†	COM	Curtiss Reid Flying Services (CF-EDN)	Douglas C-54B-1-DC	fragrGrande Tête de l'Obiou mountain, France	ENR [528]			11/13/1950
58	3	55	0	†	COM	Northwest Orient Airlines Flight 2501	Douglas DC-4	uslaLake Michigan, off Benton Harbor, Michigan, US	ENR [529][530]			6/23/1950
58	2	55	1	†	COM	Pan African Airlines (N90427)	Douglas C-54B-1-DC Skymaster	nigeriagAgwa, Rivers State, Nigeria	APR [520]	PHC	1.5 km (0.9 mi)	9/28/1968
58	7	51	0	†	EXS	El Al Israel Airlines Flight 402/26	Lockheed L-149 Constellation	bulpnear Petrich, Bulgaria	ENR [526]			7/27/1955
58	5	53	0	†	INB	Air Vietnam (XV-NUI)	Douglas C-54D-15-DC Skymaster	vibBuôn Ma Thuột, Vietnam	APR [519]	BMV	6.5 km (4.1 mi)	3/19/1973
58	6	52	0	†	MIL	Yemen Air Force	Antonov An-12	YeSirwah, Yemen	ENR [516]			7/14/1992
58	5	0	53	†	MIL	Japan mid-air collision		colmtTokyo, Japan	ENR [531]			8/24/1938
57	7	50	0	†	COM	Atlasjet Flight 4203	McDonnell Douglas MD-83	tukKeçiborlu, Turkey	APR [532]	ISE	12 km (7.5 mi)	11/30/2007
57	5	52	0	†	COM	ASA Pesada (D2-FCG)	Antonov An-26	anluaLuanda, Angola	ENR [533]			11/15/2000
57	5	52	0		COM	Turkish Airlines Flight 278	Boeing 737-4Y0	tuvVan, Turkey	APR [534]	VAN	4 km (2.5 mi)	12/29/1994
57	5	52	0	†	COM	SAETA (HC-AVP)	Vickers Viscount 785D	ecpPastaza Province, Ecuador	ENR [536]			4/23/1979
57	4	53	0	†	COM	Aeroflot Flight 2174	Antonov An-24B	ruatAtamanovka, Saratov Oblast, Russia	APR [537]	RTW	13 km (8.1 mi)	12/1/1971
57	5	52	0	†	COM	Civil Air Transport (B-908)	Curtiss C-46D-10-CU	chintjJiaoxi, Taiwan, China	ICL [538]	RMQ	c. 8.5 km (5.3 mi)	6/20/1964
57	7	50	0	†	MIL	Soviet Air Force (CCCP-76569)	Ilyushin Il-76MD	azsCaspian Sea off Sumqayit, Azerbaijan	ENR [535]			10/18/1989
56	2	53	0		COM	Indian Airlines Flight 491	Boeing 737-2A8	indiauAurangabad, India	TOF [539]	IXU	1.9 km (1.2 mi)	4/26/1993
56	2	54	0		COM	Martinair Flight 495	McDonnell Douglas DC-10-30CF	porfaFaro, Portugal	LDG [540]	FAO		12/21/1992
56	2	54	0		COM	Aeroflot Flight A-13	Antonov An-24B	azneNeftyanyye Kamni, Azerbaijan	ENR [541]			8/18/1973
56	4	52	0		COM	Avianca Flight 4	Douglas C-54	colcaCartagena Bay, off Cartagena, Colombia	ICL [543]	CTG	1.3 km (0.81 mi)	1/15/1966
56	4	52	0	†	COM	Miami Airlines (N1678M)	Curtiss C-46F-1-CU	usnewjhHillside, New Jersey, US	ENR [544]			12/16/1951
56	1	50	5		COM	Varig Flight 837	Douglas DC-8-33	libeMonrovia, Liberia	APR [542]	ROB	1.9 km (1.2 mi)	3/5/1967
55	1	54	0		COM	China Northwest Airlines Flight 2119	British Aerospace 146	chiyYinchuan, China	TOF [547]	INC		7/23/1993
55	5	50	0	†	COM	Partnair Flight 394	Convair CV-580	denSkagerrak, near Hirtshals, Denmark	ENR [548]			9/8/1989
55	2	53	0		COM	British Airtours Flight 328M	Boeing 737–236	unemManchester, England, UK	TOF [549]	MAN		8/22/1985
55	8	47	0		COM	Transbrasil Flight 303	Boeing 727-27C	brmoMorro da Virgínia, Santa Catarina, Brazil	APR [550]	FLN	24 km (15 mi)	4/12/1980
55	4	51	0	†	COM	Aeroflot Flight H-826	Antonov An-24B	ukrpPreobrazhenka, Dnipropetrovsk, Ukraine	ENR [551]			8/3/1969
55	7	48	0	†	COM	Air Afrique (F-BIAO)	Douglas DC-6B	cammMount Cameroon, Cameroon	ENR [552]			5/3/1963
55	7	48	0	†	COM	TWA Flight 903	Lockheed L-749A	egwWadi Natrun, Egypt	ENR [553][554]			8/31/1950
55	4	51	0	1*	COM	Eastern Air Lines Flight 537 and Bolivian Air Force (NX26927)	Douglas DC-4 and Lockheed P-38 Lightning	usviralAlexandria, Virginia, US	APR [555][556]	DCA	0.8 km (0.5 mi)	11/1/1949
55	6	47	2	†	COM	China Eastern Airlines Flight 5210	Bombardier CRJ-200LR	chiniBaotou, Inner Mongolia, China	ICL [545]	BAV	2 km (1.2 mi)	11/21/2004
55	7	48	0	†	EXG	Lionair Flight 602	Antonov An-24	srmanPalk Strait, off Mannar, Sri Lanka	ENR [546]			9/29/1998
54	5	49	0	†	COM	Trigana Air Service Flight 267	ATR 42-300	chinthOkbape district, Papua, Indonesia	ENR [557]			8/16/2015
54	7	47	0	†	COM	China Airlines Flight 204	Boeing 737-209	chinthChiashan Mts., Hualien City, Taiwan, China	ENR [558]			10/26/1989
54	5	49	0	†	COM	Pakistan International Airlines (AP-BBF)	Fokker F27 Friendship 200	pakbBunji, Pakistan	ENR [559]			8/25/1989
54	2	52	0		COM	Aeroflot Flight 2306	Tupolev Tu-134AK	rukopnear Kopsa, Komi Republic, Russia	ENR [561]			7/2/1986
54	4	50	0	†	COM	Alia Royal Jordanian Airlines Herald (JY-ACQ)	Handley Page HPR-7 Herald 207	syaAl-Dimas, Syria	ENR [562]			4/10/1965
54	5	49	0	†	COM	REAL Transportes Aéreos (PP-YRB)	Convair CV-340-62	brgGuanabara Bay, Brazil	APR [563]	GIG	c. 3 km (1.9 mi)	6/24/1960
54	9	45	0		COM	TAI (F-BIAP)	Douglas DC-7C	frameMérignac, France	ICL [564]	BOD	<1 km (0.6 mi)	9/24/1959
54	0	0	0	†	MIL	Ethiopian Air Force	Antonov An-12	ernear Asmara, Eritrea	UNK [560]			1/13/1987
53	10	43	0	†	COM	Air France Flight 422	Boeing 727-230	colbmMonserrate Mtn., Bogotá, Colombia	ENR [565]			4/20/1998
53	6	47	0	†	COM	Federal Airlines (ST-FAG)	Antonov An-24RV	sudkKhartoum North, Sudan	LDG [566]	[nb 14]		5/3/1996
53	5	48	0	†	COM	Lineas Aéreas del Estado (TC-72) (1995)	Fokker F-27 Friendship 400M	argch near Champaqui, Córdoba, Argentina	ENR [567]			11/8/1995
53	2	51	0		COM	Nigeria Airways (5N-ANF)	Fokker F28 Fellowship 2000	NigerienEnugu, Nigeria	APR [570]	ENU	3.3 km (2.1 mi)	11/28/1983
53	5	48	0	†	COM	LOT Polish Airlines Flight 165	Antonov An-24W	polpPolica Mtn., Poland	ENR [573]			4/2/1969
53	1	52	0		COM	Strato-Freight (NC92857)	Curtiss C-46D-5-CU	uspueAtlantic Ocean off San Juan, Puerto Rico, US	ICL [575]	SIG	10 km (6.3 mi)	6/7/1949
53	4	49	0	†	COM	Eastern Air Lines Flight 605	Douglas DC-4	usmamabBainbridge, Maryland, US	ENR [576][577]			5/30/1947
53	4	49	0	†	COM	Avianca (C-114)	Douglas DC-4	colmtMt. El Tablazo, Subachoque, Colombia	ENR [578]			2/15/1947
53	4	0	49	†	COM	Aeroservicios Ecuatorianos Flight 767-103	Douglas DC-8-55F	eccoConcepción, Quito Canton, Ecuador	TOF [569]	UIO		9/18/1984
53	0	0	0		EXG	Bakhtar Alwatana (YA-BAL)	Antonov An-26	afknear Khost, Afghanistan	ENR [568]			6/11/1987
53	4	49	0	†	MIL	Korean Air Force (56-4391)	Fairchild C-123J	sousSeongnam, South Korea	TOF [571]	SSN		6/1/1982
53	6	47	0	†	MIL	Korean Air Force	Fairchild C-123J	souhHallasan Vol., South Korea	ENR [572]			2/6/1982
53	9	44	0	†	MIL	US Air Force (49-0244)	Douglas C-124A Globemaster II	atbarea of Biscay Abyssal Plain, Atlantic Ocean	ENR [574]			3/23/1951
53	1	0	52	†	MIL	Santa Ana air show disaster	Curtiss Hawk II	colmtCampo de Marte, Bogotá, Colombia	ENR [579]			7/24/1938
52	2	50	0		COM	Azerbaijan Airlines Flight 56	Tupolev Tu-134B	aznaNakhchivan, Azerbaijan	ICL [580]	NAJ	3.8 km (2.4 mi)	12/5/1995
52	6	46	0	†	COM	Aeroflot Flight 1802	Antonov An-24RV	ukrcChernihiv, Ukraine	ENR [583]			5/15/1976
52	5	47	0	†	COM	Lineas Aéreas del Estado (TC-72) (1975)	Fokker F-27 Friendship 400M	argpPilcaniyeu, Argentina	APR [584]	BRC	35 km (21.9 mi)	3/16/1975
52	4	48	0	†	COM	Aeroflot Flight H-63	Antonov An-24B	ukrvVinnytsia, Ukraine	APR [585]	VIN	c. 2.5 km (1.6 mi)	11/12/1971
52	12	40	0	†	COM	Aerolíneas Argentinas Flight 322	de Havilland Comet 4	brcCampinas, Brazil	ICL [587]	VCP	2 km (1.2 mi)	11/23/1961
52	8	44	0	†	COM	ČSA Flight 511	Ilyushin Il-18	gergGräfenberg, Germany	ENR [588]			3/28/1961
52	3	49	0		COM	Transports Aériens Intercontinentaux (F-BGOD)	Douglas DC-6B	egnnear New Cairo, Egypt	APR [590]	CAI	29 km (18.1 mi)	2/20/1956
52	0	52	0		COM	Pan Am Flight 526A	Douglas DC-4	uspueAtlantic Ocean, off San Juan, Puerto Rico, US	ENR [592][593]			4/11/1952
52	12	40	0	†	COM	Air France (F-BDRC)	Latécoère 631	atAtlantic Ocean	ENR [594]			8/1/1948
52	5	47	0	†	COM	United Airlines Flight 608	Douglas DC-6	usutaBryce Canyon, Utah, US	ENR [595][596]			10/24/1947
52	3	49	0	†	EXG	Sri Lanka Air Force (4R-HVA)	British Aerospace BAe-748-357 Srs. 2b	srjnear Jaffna, Sri Lanka	APR [581]	JAF	unknown	4/29/1995
52	5	47	0	†	EXG	Bakhtar Afghan Airlines (YA-BAM)	Antonov An-26	afseSenjaray, Kandahar Province, Afghanistan	ENR [582]			9/4/1985
52	6	46	0	†	INB	Canadian Pacific Air Lines Flight 21	Douglas DC-6B	Can100near 100 Mile House, BC, Canada	ENR [586]			7/8/1965
52	11	41	0	†	MIL	US Air Force (51-0107)	Douglas C-124A-DL Globemaster II	usalsColony Glacier, Mount Gannett, Chugach Mountains, Alaska, US	ENR [591]			11/22/1952
52	42	10	0	†	MIL	French airship *Dixmude*	Zeppelin-type rigid airship	itsMediterranean, off Sicily, Italy	ENR [4]			12/21/1923
52	7	13	32	†	MIL	US Air Force (55-0291)	Convair C-131 Samaritan	germMunich, Germany	ENR [589]			12/17/1960
51	5	46	0	1*	COM	Intercontinental de Aviación Flight 256	Douglas DC-9-14	colmanear María La Baja, Colombia	APR [598]	CTG	56 km (34.8 mi)	1/11/1995
51	5	47	0	†	COM	Aeroflot Flight C-519	Yakovlev Yak-40	rudaMt. Kukurtbash, Untsukulsky District, Dagestan, Russia	APR [599]	MCX	23 km (14.4 mi)	11/7/1991
51	6	45	0	1*	COM	Air Mali (TZ-ACT)	Antonov An-24B	MaliTimbuktu, Mali	ICL [600]	TOM	3 km (1.9 mi)	2/22/1985
51	6	45	0	†	COM	Soviet Navy (CCCP-42332)	Tupolev Tu-104A	rupusPushkinsky District, Saint Petersburg, Russia	ENR [601]			2/7/1981
51	6	45	0	†	COM	Aeroflot Flight 2022	Tupolev Tu-124V	rukarKaracharovo, Volokolamsky District, Russia	ENR [602]			12/16/1973
51	9	42	0	†	COM	Pan Am Flight 217	Boeing 707-321B	vemaiAtlantic Ocean, off Maiquetía, Venezuela	APR [603]	CCS	c. 9 km (5.6 mi)	12/12/1968
51	5	46	0	1*	COM	Austral Lineas Aéreas Flight 205	Curtiss C-46A-50-CU	argmAtlantic Ocean off Mar del Plata, Argentina	APR [604]	MDQ	1.2 km (0.8 mi)	1/16/1959
51	7	44	0	†	COM	Panair do Brasil Flight 099	Lockheed Constellation	brsaolSão Leopoldo, Brazil	ENR [605]			7/28/1950
51	6	45	0	†	MIL	Afghanistan Air Force	Antonov An-32	pakkKhojak Pass, Pakistan	APR [597]	UET	110 km (68.4 mi)	1/13/1998
50	6	44	0	†	COM	Tatarstan Airlines Flight 363	Boeing 737-53A	kazKazan, Russia	LDG [606]	KZN		11/17/2013
50	6	44	0	†	COM	Stavropolskaya Aktsionernaya Avia Flight 1023	Antonov An-24RV	rucherCherkessk, Russia	ENR [610]			3/18/1997
50	4	46	0	†	COM	Philippine Airlines Flight 206	Hawker Siddeley HS 748-209 Srs.2	phmuMt. Ugu, Benguet, Philippines	APR [611]	BAG	19 km (12 mi)	6/26/1987
50	12	38	0	1*	COM	Varig Flight 797	Boeing 707-320C	cotbBingerville, Côte d'Ivoire	APR [612]	ABJ	18 km (11 mi)	1/3/1987
50	5	45	0	†	COM	Balkan Bulgarian Airlines (LZ-TUR)	Tupolev Tu-134	bulsSofia, Bulgaria	APR [613]	SOF	4 km (2.5 mi)	1/10/1984
50	3	47	0		COM	Spantax Flight 995	McDonnell Douglas DC-10-30	spmalMálaga, Spain	TOF [614]	AGP	0.45 km (0.28 mi)	9/13/1982
50	6	44	0	†	COM	Aeropesca Colombia Flight 221	Vickers Viscount 745D	colgGarzón, Colombia	ENR [615]			8/26/1981
50	6	44	0	†	COM	Somali Airlines Flight 40	Fokker F27 Friendship 600	somBal'ad District, Somalia	ENR [616]			7/20/1981
50	4	46	0	†	COM	Olympic Airways Flight 830	NAMC YS-11A-500	gresServia, Greece	APR [617]	KZI	19 km (11.9 mi)	11/23/1976
50	6	44	0	1*	COM	Hughes Airwest Flight 706 and US Marine Corps (151458)	McDonnell Douglas DC-9-31 and McDonnell Douglas F-4 Phantom II	uscadSan Gabriel Mts., near Duarte, California, US	ENR [618][619]			6/6/1971
50	5	45	0	†	COM	All Nippon Airways Flight 533	NAMC YS-11	jseSeto Inland Sea, off Matsuyama, Shikoku, Japan	APR [622]	MYJ	<1 km (0.6 mi)	11/13/1966
50	5	45	0		COM	Iberia (EC-ATH)	Convair CV-440-62	motaAtlantic Ocean, off Tangier, Morocco	APR [623]	TNG	18 km (11.3 mi)	3/31/1965
50	5	45	0		COM	TWA Flight 800	Boeing 707-331	itfFiumicino, Italy	TOF [624]	FCO		11/23/1964
50	7	43	0	†	COM	Panair do Brasil (PP-PDE)	Lockheed L-049 Constellation	brmaarea of Manaus, Brazil	ENR [625]			12/14/1962
50	4	46	0	†	COM	Capital Airlines Flight 20	Vickers Viscount 745D	usvirhHoldcroft, Virginia, US	ENR [626][627]			1/18/1960
50	5	45	0	†	COM	Scottish Airlines (G-ANSY)	Avro York	maltzŻurrieq, Malta	ENR [628]			2/18/1956
50	9	41	0	†	COM	Pan Am Flight 202	Boeing 377-10-26	brsannear Santana do Araguaia, Brazil	ENR [629][630]			4/29/1952
50	6	44	0	†	COM	United Airlines Flight 615	Douglas DC-6B	uscauUnion City, California, US	APR [631][632]	OAK	22 km (14 mi)	8/24/1951
50	5	45	0	†	COM	United Airlines Flight 610	Douglas DC-6	usconear Fort Collins, Colorado, US	ENR [633][634]			6/30/1951
50	3	47	0	†	COM	Pennsylvania Central Airlines Flight 410	Douglas C-54 Skymaster	uswessShannondale, West Virginia, US	ENR [635]			6/13/1947
50	5	44	1	†	COM	Colgan Air Flight 3407[nb 15]	Bombardier DHC8-402 Q400	usnewyclClarence Center, New York, US	APR [607][608]	BUF	10 km (6.2 mi)	2/12/2009
50	5	43	2		COM	Ariana Afghan Airlines Flight 701	Boeing 727-113C	unefeFernhill, England, UK	APR [621]	LGW	2.5 km (1.6 mi)	1/5/1969
50	0	0	0	†	MIL	Sudanese Air Force	Antonov An-32	suds Surayriyah, Khartoum, Sudan	ENR [609]			6/3/1999
50	6	44	0	†	MIL	Royal Air Force (XV216)	Lockheed C-130K Hercules C.1P	itpiLigurian Sea, near Pisa, Italy	ENR [620]			11/9/1971